review_id,unit_id,reference_id,review_type,evidence,resolution,next_checkpoint
review:ilc_ota:record:ota_0304:rime-0304:bibit:sonnet:bibit000129:structural_0011,ilc_ota:record:ota_0304:rime-0304,bibit:sonnet:bibit000129:structural_0011,sonnet_segment_quarantine,left=0.005288;right=0.876190;matching_shingles=92;preferred=bibit:sonnet:bibit000129:structural_0011,remove_exact_matched_span_in_checkpoint_7b,7B
review:ilc_ota:record:ota_1062:amori-1062:bibit:sonnet:bibit000887:structural_0004,ilc_ota:record:ota_1062:amori-1062,bibit:sonnet:bibit000887:structural_0004,sonnet_segment_quarantine,left=0.001511;right=0.875000;matching_shingles=70;preferred=bibit:sonnet:bibit000887:structural_0004,remove_exact_matched_span_in_checkpoint_7b,7B
review:ilc_ota:record:ota_1062:amori-1062:bibit:sonnet:bibit000887:structural_0005,ilc_ota:record:ota_1062:amori-1062,bibit:sonnet:bibit000887:structural_0005,sonnet_segment_quarantine,left=0.001878;right=0.915789;matching_shingles=87;preferred=bibit:sonnet:bibit000887:structural_0005,remove_exact_matched_span_in_checkpoint_7b,7B
review:ilc_ota:record:ota_1062:amori-1062:bibit:sonnet:bibit000887:structural_0006,ilc_ota:record:ota_1062:amori-1062,bibit:sonnet:bibit000887:structural_0006,sonnet_segment_quarantine,left=0.002008;right=0.869159;matching_shingles=93;preferred=bibit:sonnet:bibit000887:structural_0006,remove_exact_matched_span_in_checkpoint_7b,7B
review:ilc_ota:record:ota_1062:amori-1062:bibit:sonnet:bibit000887:structural_0007,ilc_ota:record:ota_1062:amori-1062,bibit:sonnet:bibit000887:structural_0007,sonnet_segment_quarantine,left=0.001792;right=0.830000;matching_shingles=83;preferred=bibit:sonnet:bibit000887:structural_0007,remove_exact_matched_span_in_checkpoint_7b,7B
review:ilc_ota:record:ota_1062:amori-1062:bibit:sonnet:bibit000887:structural_0015,ilc_ota:record:ota_1062:amori-1062,bibit:sonnet:bibit000887:structural_0015,sonnet_segment_quarantine,left=0.001900;right=0.846154;matching_shingles=88;preferred=bibit:sonnet:bibit000887:structural_0015,remove_exact_matched_span_in_checkpoint_7b,7B
review:ilc_ota:record:ota_1062:amori-1062:bibit:sonnet:bibit000887:structural_0021,ilc_ota:record:ota_1062:amori-1062,bibit:sonnet:bibit000887:structural_0021,sonnet_segment_quarantine,left=0.001813;right=0.831683;matching_shingles=84;preferred=bibit:sonnet:bibit000887:structural_0021,remove_exact_matched_span_in_checkpoint_7b,7B
review:ilc_ota:record:ota_1062:amori-1062:bibit:sonnet:bibit000887:structural_0031,ilc_ota:record:ota_1062:amori-1062,bibit:sonnet:bibit000887:structural_0031,sonnet_segment_quarantine,left=0.001684;right=0.906977;matching_shingles=78;preferred=bibit:sonnet:bibit000887:structural_0031,remove_exact_matched_span_in_checkpoint_7b,7B
review:ilc_ota:record:ota_1062:amori-1062:bibit:sonnet:bibit000887:structural_0042,ilc_ota:record:ota_1062:amori-1062,bibit:sonnet:bibit000887:structural_0042,sonnet_segment_quarantine,left=0.001986;right=0.920000;matching_shingles=92;preferred=bibit:sonnet:bibit000887:structural_0042,remove_exact_matched_span_in_checkpoint_7b,7B
review:ilc_ota:record:ota_1062:amori-1062:bibit:sonnet:bibit000887:structural_0043,ilc_ota:record:ota_1062:amori-1062,bibit:sonnet:bibit000887:structural_0043,sonnet_segment_quarantine,left=0.001641;right=0.826087;matching_shingles=76;preferred=bibit:sonnet:bibit000887:structural_0043,remove_exact_matched_span_in_checkpoint_7b,7B
review:ilc_ota:record:ota_1062:amori-1062:bibit:sonnet:bibit000887:structural_0047,ilc_ota:record:ota_1062:amori-1062,bibit:sonnet:bibit000887:structural_0047,sonnet_segment_quarantine,left=0.002094;right=0.923810;matching_shingles=97;preferred=bibit:sonnet:bibit000887:structural_0047,remove_exact_matched_span_in_checkpoint_7b,7B
review:ilc_ota:record:ota_1062:amori-1062:bibit:sonnet:bibit000887:structural_0048,ilc_ota:record:ota_1062:amori-1062,bibit:sonnet:bibit000887:structural_0048,sonnet_segment_quarantine,left=0.001576;right=0.811111;matching_shingles=73;preferred=bibit:sonnet:bibit000887:structural_0048,remove_exact_matched_span_in_checkpoint_7b,7B
review:ilc_ota:record:ota_1062:amori-1062:bibit:sonnet:bibit000887:structural_0049,ilc_ota:record:ota_1062:amori-1062,bibit:sonnet:bibit000887:structural_0049,sonnet_segment_quarantine,left=0.001878;right=0.844660;matching_shingles=87;preferred=bibit:sonnet:bibit000887:structural_0049,remove_exact_matched_span_in_checkpoint_7b,7B
review:ilc_ota:record:ota_1062:amori-1062:bibit:sonnet:bibit000887:structural_0050,ilc_ota:record:ota_1062:amori-1062,bibit:sonnet:bibit000887:structural_0050,sonnet_segment_quarantine,left=0.001986;right=0.920000;matching_shingles=92;preferred=bibit:sonnet:bibit000887:structural_0050,remove_exact_matched_span_in_checkpoint_7b,7B
review:ilc_ota:record:ota_1062:amori-1062:bibit:sonnet:bibit000887:structural_0051,ilc_ota:record:ota_1062:amori-1062,bibit:sonnet:bibit000887:structural_0051,sonnet_segment_quarantine,left=0.001900;right=0.814815;matching_shingles=88;preferred=bibit:sonnet:bibit000887:structural_0051,remove_exact_matched_span_in_checkpoint_7b,7B
review:ilc_ota:record:ota_1062:amori-1062:bibit:sonnet:bibit000887:structural_0056,ilc_ota:record:ota_1062:amori-1062,bibit:sonnet:bibit000887:structural_0056,sonnet_segment_quarantine,left=0.001921;right=0.917526;matching_shingles=89;preferred=bibit:sonnet:bibit000887:structural_0056,remove_exact_matched_span_in_checkpoint_7b,7B
review:ilc_ota:record:ota_1062:amori-1062:bibit:sonnet:bibit000887:structural_0058,ilc_ota:record:ota_1062:amori-1062,bibit:sonnet:bibit000887:structural_0058,sonnet_segment_quarantine,left=0.001792;right=0.855670;matching_shingles=83;preferred=bibit:sonnet:bibit000887:structural_0058,remove_exact_matched_span_in_checkpoint_7b,7B
review:ilc_ota:record:ota_1062:amori-1062:bibit:sonnet:bibit000887:structural_0065,ilc_ota:record:ota_1062:amori-1062,bibit:sonnet:bibit000887:structural_0065,sonnet_segment_quarantine,left=0.001857;right=0.811321;matching_shingles=86;preferred=bibit:sonnet:bibit000887:structural_0065,remove_exact_matched_span_in_checkpoint_7b,7B
review:liber_liber:record:ll:2344155:bibit:sonnet:bibit000002:sonnet_0004,liber_liber:record:ll:2344155,bibit:sonnet:bibit000002:sonnet_0004,sonnet_segment_quarantine,left=0.009455;right=0.835294;matching_shingles=71;preferred=bibit:sonnet:bibit000002:sonnet_0004,remove_exact_matched_span_in_checkpoint_7b,7B
review:liber_liber:record:ll:2344155:bibit:sonnet:bibit000002:sonnet_0007,liber_liber:record:ll:2344155,bibit:sonnet:bibit000002:sonnet_0007,sonnet_segment_quarantine,left=0.010521;right=0.831579;matching_shingles=79;preferred=bibit:sonnet:bibit000002:sonnet_0007,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:121070:wikisource:sonnet:itws:879961:sonnet0003,wikisource:record:itws:121070,wikisource:sonnet:itws:879961:sonnet0003,sonnet_segment_quarantine,left=0.047799;right=0.904762;matching_shingles=76;preferred=wikisource:sonnet:itws:879961:sonnet0003,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:121070:wikisource:sonnet:itws:879961:sonnet0004,wikisource:record:itws:121070,wikisource:sonnet:itws:879961:sonnet0004,sonnet_segment_quarantine,left=0.049057;right=0.876404;matching_shingles=78;preferred=wikisource:sonnet:itws:879961:sonnet0004,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:285691:bibit:sonnet:bibit000266:sonnet_0001,wikisource:record:itws:285691,bibit:sonnet:bibit000266:sonnet_0001,sonnet_segment_quarantine,left=1.000000;right=1.000000;matching_shingles=104;preferred=bibit:sonnet:bibit000266:sonnet_0001,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:3107:bibit:sonnet:bibit000266:sonnet_0005,wikisource:record:itws:3107,bibit:sonnet:bibit000266:sonnet_0005,sonnet_segment_quarantine,left=0.907407;right=0.915888;matching_shingles=98;preferred=bibit:sonnet:bibit000266:sonnet_0005,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:364875:bibit:sonnet:bibit000242:sonnet_0135,wikisource:record:itws:364875,bibit:sonnet:bibit000242:sonnet_0135,sonnet_segment_quarantine,left=0.797872;right=0.815217;matching_shingles=75;preferred=bibit:sonnet:bibit000242:sonnet_0135,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:394391:bibit:sonnet:bibit001555:sonnet_0007,wikisource:record:itws:394391,bibit:sonnet:bibit001555:sonnet_0007,sonnet_segment_quarantine,left=0.936170;right=1.000000;matching_shingles=88;preferred=bibit:sonnet:bibit001555:sonnet_0007,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:394394:bibit:sonnet:bibit001555:sonnet_0028,wikisource:record:itws:394394,bibit:sonnet:bibit001555:sonnet_0028,sonnet_segment_quarantine,left=0.796296;right=0.843137;matching_shingles=86;preferred=bibit:sonnet:bibit001555:sonnet_0028,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:394398:bibit:sonnet:bibit001555:sonnet_0011,wikisource:record:itws:394398,bibit:sonnet:bibit001555:sonnet_0011,sonnet_segment_quarantine,left=0.851852;right=0.893204;matching_shingles=92;preferred=bibit:sonnet:bibit001555:sonnet_0011,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:394399:bibit:sonnet:bibit001555:sonnet_0013,wikisource:record:itws:394399,bibit:sonnet:bibit001555:sonnet_0013,sonnet_segment_quarantine,left=0.968085;right=1.000000;matching_shingles=91;preferred=bibit:sonnet:bibit001555:sonnet_0013,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:394401:bibit:sonnet:bibit001555:sonnet_0023,wikisource:record:itws:394401,bibit:sonnet:bibit001555:sonnet_0023,sonnet_segment_quarantine,left=0.871287;right=0.916667;matching_shingles=88;preferred=bibit:sonnet:bibit001555:sonnet_0023,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:394403:bibit:sonnet:bibit001555:sonnet_0075,wikisource:record:itws:394403,bibit:sonnet:bibit001555:sonnet_0075,sonnet_segment_quarantine,left=0.776699;right=0.824742;matching_shingles=80;preferred=bibit:sonnet:bibit001555:sonnet_0075,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:394405:bibit:sonnet:bibit000396:sonnet_0021,wikisource:record:itws:394405,bibit:sonnet:bibit000396:sonnet_0021,sonnet_segment_quarantine,left=0.786408;right=0.835052;matching_shingles=81;preferred=bibit:sonnet:bibit000396:sonnet_0021,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:394406:bibit:sonnet:bibit000396:sonnet_0025,wikisource:record:itws:394406,bibit:sonnet:bibit000396:sonnet_0025,sonnet_segment_quarantine,left=0.824742;right=0.851064;matching_shingles=80;preferred=bibit:sonnet:bibit000396:sonnet_0025,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:394407:bibit:sonnet:bibit000396:sonnet_0026,wikisource:record:itws:394407,bibit:sonnet:bibit000396:sonnet_0026,sonnet_segment_quarantine,left=0.869565;right=0.898876;matching_shingles=80;preferred=bibit:sonnet:bibit000396:sonnet_0026,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:394412:bibit:sonnet:bibit001555:sonnet_0016,wikisource:record:itws:394412,bibit:sonnet:bibit001555:sonnet_0016,sonnet_segment_quarantine,left=0.774194;right=0.800000;matching_shingles=72;preferred=bibit:sonnet:bibit001555:sonnet_0016,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:394413:bibit:sonnet:bibit001555:sonnet_0017,wikisource:record:itws:394413,bibit:sonnet:bibit001555:sonnet_0017,sonnet_segment_quarantine,left=0.830189;right=0.916667;matching_shingles=88;preferred=bibit:sonnet:bibit001555:sonnet_0017,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:394414:bibit:sonnet:bibit001555:sonnet_0074,wikisource:record:itws:394414,bibit:sonnet:bibit001555:sonnet_0074,sonnet_segment_quarantine,left=0.784483;right=0.850467;matching_shingles=91;preferred=bibit:sonnet:bibit001555:sonnet_0074,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:394419:bibit:sonnet:bibit001555:sonnet_0051,wikisource:record:itws:394419,bibit:sonnet:bibit001555:sonnet_0051,sonnet_segment_quarantine,left=0.807018;right=0.920000;matching_shingles=92;preferred=bibit:sonnet:bibit001555:sonnet_0051,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:394420:bibit:sonnet:bibit000396:sonnet_0037,wikisource:record:itws:394420,bibit:sonnet:bibit000396:sonnet_0037,sonnet_segment_quarantine,left=0.805556;right=0.836538;matching_shingles=87;preferred=bibit:sonnet:bibit000396:sonnet_0037,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:394422:bibit:sonnet:bibit000396:sonnet_0039,wikisource:record:itws:394422,bibit:sonnet:bibit000396:sonnet_0039,sonnet_segment_quarantine,left=0.834783;right=0.857143;matching_shingles=96;preferred=bibit:sonnet:bibit000396:sonnet_0039,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:394428:bibit:sonnet:bibit000396:sonnet_0001,wikisource:record:itws:394428,bibit:sonnet:bibit000396:sonnet_0001,sonnet_segment_quarantine,left=0.842593;right=0.892157;matching_shingles=91;preferred=bibit:sonnet:bibit000396:sonnet_0001,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:394431:bibit:sonnet:bibit001632:sonnet_0003,wikisource:record:itws:394431,bibit:sonnet:bibit001632:sonnet_0003,sonnet_segment_quarantine,left=0.867347;right=0.913978;matching_shingles=85;preferred=bibit:sonnet:bibit001632:sonnet_0003,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:394434:bibit:sonnet:bibit001632:sonnet_0030,wikisource:record:itws:394434,bibit:sonnet:bibit001632:sonnet_0030,sonnet_segment_quarantine,left=0.811321;right=0.843137;matching_shingles=86;preferred=bibit:sonnet:bibit001632:sonnet_0030,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:394438:bibit:sonnet:bibit001632:sonnet_0037,wikisource:record:itws:394438,bibit:sonnet:bibit001632:sonnet_0037,sonnet_segment_quarantine,left=0.793814;right=0.819149;matching_shingles=77;preferred=bibit:sonnet:bibit001632:sonnet_0037,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:394439:bibit:sonnet:bibit001632:sonnet_0009,wikisource:record:itws:394439,bibit:sonnet:bibit001632:sonnet_0009,sonnet_segment_quarantine,left=0.805310;right=0.827273;matching_shingles=91;preferred=bibit:sonnet:bibit001632:sonnet_0009,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:394440:bibit:sonnet:bibit001632:sonnet_0019,wikisource:record:itws:394440,bibit:sonnet:bibit001632:sonnet_0019,sonnet_segment_quarantine,left=0.787234;right=0.813187;matching_shingles=74;preferred=bibit:sonnet:bibit001632:sonnet_0019,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:394441:bibit:sonnet:bibit001632:sonnet_0018,wikisource:record:itws:394441,bibit:sonnet:bibit001632:sonnet_0018,sonnet_segment_quarantine,left=0.772727;right=0.841584;matching_shingles=85;preferred=bibit:sonnet:bibit001632:sonnet_0018,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:394443:bibit:sonnet:bibit001632:sonnet_0025,wikisource:record:itws:394443,bibit:sonnet:bibit001632:sonnet_0025,sonnet_segment_quarantine,left=0.877193;right=0.892857;matching_shingles=100;preferred=bibit:sonnet:bibit001632:sonnet_0025,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:394444:bibit:sonnet:bibit001632:sonnet_0043,wikisource:record:itws:394444,bibit:sonnet:bibit001632:sonnet_0043,sonnet_segment_quarantine,left=0.970874;right=1.000000;matching_shingles=100;preferred=bibit:sonnet:bibit001632:sonnet_0043,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:394445:bibit:sonnet:bibit000396:sonnet_0010,wikisource:record:itws:394445,bibit:sonnet:bibit000396:sonnet_0010,sonnet_segment_quarantine,left=0.822430;right=0.907216;matching_shingles=88;preferred=bibit:sonnet:bibit000396:sonnet_0010,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:394446:bibit:sonnet:bibit000396:sonnet_0003,wikisource:record:itws:394446,bibit:sonnet:bibit000396:sonnet_0003,sonnet_segment_quarantine,left=0.787234;right=0.822222;matching_shingles=74;preferred=bibit:sonnet:bibit000396:sonnet_0003,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:394448:bibit:sonnet:bibit000396:sonnet_0009,wikisource:record:itws:394448,bibit:sonnet:bibit000396:sonnet_0009,sonnet_segment_quarantine,left=0.808081;right=0.833333;matching_shingles=80;preferred=bibit:sonnet:bibit000396:sonnet_0009,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:394481:bibit:sonnet:bibit001555:sonnet_0057,wikisource:record:itws:394481,bibit:sonnet:bibit001555:sonnet_0057,sonnet_segment_quarantine,left=0.960784;right=1.000000;matching_shingles=98;preferred=bibit:sonnet:bibit001555:sonnet_0057,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:394482:bibit:sonnet:bibit001555:sonnet_0059,wikisource:record:itws:394482,bibit:sonnet:bibit001555:sonnet_0059,sonnet_segment_quarantine,left=0.876289;right=0.913978;matching_shingles=85;preferred=bibit:sonnet:bibit001555:sonnet_0059,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:394485:bibit:sonnet:bibit001555:sonnet_0060,wikisource:record:itws:394485,bibit:sonnet:bibit001555:sonnet_0060,sonnet_segment_quarantine,left=0.432558;right=0.920792;matching_shingles=93;preferred=bibit:sonnet:bibit001555:sonnet_0060,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:394486:bibit:sonnet:bibit001555:sonnet_0005,wikisource:record:itws:394486,bibit:sonnet:bibit001555:sonnet_0005,sonnet_segment_quarantine,left=0.790000;right=0.831579;matching_shingles=79;preferred=bibit:sonnet:bibit001555:sonnet_0005,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:394489:bibit:sonnet:bibit001555:sonnet_0079,wikisource:record:itws:394489,bibit:sonnet:bibit001555:sonnet_0079,sonnet_segment_quarantine,left=0.980392;right=1.000000;matching_shingles=100;preferred=bibit:sonnet:bibit001555:sonnet_0079,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:394491:bibit:sonnet:bibit000776:sonnet_0007,wikisource:record:itws:394491,bibit:sonnet:bibit000776:sonnet_0007,sonnet_segment_quarantine,left=0.846154;right=0.905882;matching_shingles=77;preferred=bibit:sonnet:bibit000776:sonnet_0007,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:394600:bibit:sonnet:bibit000396:sonnet_0065,wikisource:record:itws:394600,bibit:sonnet:bibit000396:sonnet_0065,sonnet_segment_quarantine,left=0.035102;right=0.907216;matching_shingles=88;preferred=bibit:sonnet:bibit000396:sonnet_0065,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:394600:bibit:sonnet:bibit000396:sonnet_0066,wikisource:record:itws:394600,bibit:sonnet:bibit000396:sonnet_0066,sonnet_segment_quarantine,left=0.029517;right=0.822222;matching_shingles=74;preferred=bibit:sonnet:bibit000396:sonnet_0066,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:394600:bibit:sonnet:bibit000396:sonnet_0067,wikisource:record:itws:394600,bibit:sonnet:bibit000396:sonnet_0067,sonnet_segment_quarantine,left=0.031512;right=0.806122;matching_shingles=79;preferred=bibit:sonnet:bibit000396:sonnet_0067,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:394600:bibit:sonnet:bibit000396:sonnet_0069,wikisource:record:itws:394600,bibit:sonnet:bibit000396:sonnet_0069,sonnet_segment_quarantine,left=0.041085;right=0.971698;matching_shingles=103;preferred=bibit:sonnet:bibit000396:sonnet_0069,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:394600:bibit:sonnet:bibit000396:sonnet_0070,wikisource:record:itws:394600,bibit:sonnet:bibit000396:sonnet_0070,sonnet_segment_quarantine,left=0.038692;right=1.000000;matching_shingles=97;preferred=bibit:sonnet:bibit000396:sonnet_0070,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:394600:bibit:sonnet:bibit000396:sonnet_0071,wikisource:record:itws:394600,bibit:sonnet:bibit000396:sonnet_0071,sonnet_segment_quarantine,left=0.034703;right=0.805556;matching_shingles=87;preferred=bibit:sonnet:bibit000396:sonnet_0071,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:394600:bibit:sonnet:bibit000396:sonnet_0072,wikisource:record:itws:394600,bibit:sonnet:bibit000396:sonnet_0072,sonnet_segment_quarantine,left=0.037096;right=0.920792;matching_shingles=93;preferred=bibit:sonnet:bibit000396:sonnet_0072,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:394600:bibit:sonnet:bibit000396:sonnet_0073,wikisource:record:itws:394600,bibit:sonnet:bibit000396:sonnet_0073,sonnet_segment_quarantine,left=0.040287;right=1.000000;matching_shingles=101;preferred=bibit:sonnet:bibit000396:sonnet_0073,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:394600:bibit:sonnet:bibit000396:sonnet_0074,wikisource:record:itws:394600,bibit:sonnet:bibit000396:sonnet_0074,sonnet_segment_quarantine,left=0.040686;right=0.927273;matching_shingles=102;preferred=bibit:sonnet:bibit000396:sonnet_0074,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:394600:bibit:sonnet:bibit000396:sonnet_0075,wikisource:record:itws:394600,bibit:sonnet:bibit000396:sonnet_0075,sonnet_segment_quarantine,left=0.030714;right=0.905882;matching_shingles=77;preferred=bibit:sonnet:bibit000396:sonnet_0075,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:394600:bibit:sonnet:bibit000396:sonnet_0077,wikisource:record:itws:394600,bibit:sonnet:bibit000396:sonnet_0077,sonnet_segment_quarantine,left=0.034304;right=0.843137;matching_shingles=86;preferred=bibit:sonnet:bibit000396:sonnet_0077,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:394600:bibit:sonnet:bibit000396:sonnet_0079,wikisource:record:itws:394600,bibit:sonnet:bibit000396:sonnet_0079,sonnet_segment_quarantine,left=0.034304;right=0.905263;matching_shingles=86;preferred=bibit:sonnet:bibit000396:sonnet_0079,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:394600:bibit:sonnet:bibit000396:sonnet_0085,wikisource:record:itws:394600,bibit:sonnet:bibit000396:sonnet_0085,sonnet_segment_quarantine,left=0.035899;right=0.909091;matching_shingles=90;preferred=bibit:sonnet:bibit000396:sonnet_0085,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:394600:bibit:sonnet:bibit000396:sonnet_0086,wikisource:record:itws:394600,bibit:sonnet:bibit000396:sonnet_0086,sonnet_segment_quarantine,left=0.029916;right=0.824176;matching_shingles=75;preferred=bibit:sonnet:bibit000396:sonnet_0086,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:394600:bibit:sonnet:bibit000396:sonnet_0087,wikisource:record:itws:394600,bibit:sonnet:bibit000396:sonnet_0087,sonnet_segment_quarantine,left=0.030714;right=0.827957;matching_shingles=77;preferred=bibit:sonnet:bibit000396:sonnet_0087,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:394600:bibit:sonnet:bibit000396:sonnet_0088,wikisource:record:itws:394600,bibit:sonnet:bibit000396:sonnet_0088,sonnet_segment_quarantine,left=0.035102;right=0.926316;matching_shingles=88;preferred=bibit:sonnet:bibit000396:sonnet_0088,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:394601:bibit:sonnet:bibit000396:sonnet_0032,wikisource:record:itws:394601,bibit:sonnet:bibit000396:sonnet_0032,sonnet_segment_quarantine,left=0.867347;right=0.913978;matching_shingles=85;preferred=bibit:sonnet:bibit000396:sonnet_0032,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:394821:bibit:sonnet:bibit000657:sonnet_0001,wikisource:record:itws:394821,bibit:sonnet:bibit000657:sonnet_0001,sonnet_segment_quarantine,left=0.814159;right=0.851852;matching_shingles=92;preferred=bibit:sonnet:bibit000657:sonnet_0001,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:394823:bibit:sonnet:bibit000657:sonnet_0003,wikisource:record:itws:394823,bibit:sonnet:bibit000657:sonnet_0003,sonnet_segment_quarantine,left=0.742268;right=0.818182;matching_shingles=72;preferred=bibit:sonnet:bibit000657:sonnet_0003,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:394825:bibit:sonnet:bibit000657:sonnet_0006,wikisource:record:itws:394825,bibit:sonnet:bibit000657:sonnet_0006,sonnet_segment_quarantine,left=0.855769;right=0.908163;matching_shingles=89;preferred=bibit:sonnet:bibit000657:sonnet_0006,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:394827:bibit:sonnet:bibit000657:sonnet_0008,wikisource:record:itws:394827,bibit:sonnet:bibit000657:sonnet_0008,sonnet_segment_quarantine,left=0.804124;right=0.838710;matching_shingles=78;preferred=bibit:sonnet:bibit000657:sonnet_0008,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:394828:bibit:sonnet:bibit000657:sonnet_0016,wikisource:record:itws:394828,bibit:sonnet:bibit000657:sonnet_0016,sonnet_segment_quarantine,left=0.740000;right=0.804348;matching_shingles=74;preferred=bibit:sonnet:bibit000657:sonnet_0016,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:394831:bibit:sonnet:bibit000657:sonnet_0020,wikisource:record:itws:394831,bibit:sonnet:bibit000657:sonnet_0020,sonnet_segment_quarantine,left=0.866667;right=0.919192;matching_shingles=91;preferred=bibit:sonnet:bibit000657:sonnet_0020,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:394834:bibit:sonnet:bibit000657:sonnet_0017,wikisource:record:itws:394834,bibit:sonnet:bibit000657:sonnet_0017,sonnet_segment_quarantine,left=0.873950;right=0.928571;matching_shingles=104;preferred=bibit:sonnet:bibit000657:sonnet_0017,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:394861:bibit:sonnet:bibit000657:sonnet_0036,wikisource:record:itws:394861,bibit:sonnet:bibit000657:sonnet_0036,sonnet_segment_quarantine,left=0.851064;right=0.909091;matching_shingles=80;preferred=bibit:sonnet:bibit000657:sonnet_0036,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:394870:bibit:sonnet:bibit000657:sonnet_0087,wikisource:record:itws:394870,bibit:sonnet:bibit000657:sonnet_0087,sonnet_segment_quarantine,left=0.844037;right=0.920000;matching_shingles=92;preferred=bibit:sonnet:bibit000657:sonnet_0087,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:394881:bibit:sonnet:bibit000657:sonnet_0120,wikisource:record:itws:394881,bibit:sonnet:bibit000657:sonnet_0120,sonnet_segment_quarantine,left=0.735294;right=0.833333;matching_shingles=75;preferred=bibit:sonnet:bibit000657:sonnet_0120,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:394883:bibit:sonnet:bibit000657:sonnet_0127,wikisource:record:itws:394883,bibit:sonnet:bibit000657:sonnet_0127,sonnet_segment_quarantine,left=0.913462;right=0.989583;matching_shingles=95;preferred=bibit:sonnet:bibit000657:sonnet_0127,exclude_role_mismatch_from_broader,7B
