review_id,work_root_id,root_title,proposed_role,checkpoint_4c_decision,quality_flags,missing_proofread_pages,overlap_summary,required_action,review_status,activation_status
itws4c:746094,itws:746094,"Dante Alighier, Cecco, 'l tu' serv' e amico",historical_non_sonnet_poetry,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:746095,itws:746095,"Dante Alighier, s'i' so' bon begolardo",historical_non_sonnet_poetry,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:20779,itws:20779,De amore,historical_general,hold_duplicate_review,,,bibit_overlap_metrics=bibit:bibit001200|candidate=0.992227|reference=0.993514,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:89537,itws:89537,"De gli elementi, e di molti loro notabili effetti",historical_general,hold_quality_or_editorial_review,transcription_gap_template,,,Quality or editorial signals require bounded review.,pending_bounded_review,inactive
itws4c:169037,itws:169037,De gli horologi solari,historical_general,hold_missing_transcription,transcription_gap_template;unresolved_template:??;unresolved_template:var;unresolved_template_markup,Pagina:De gli horologi solari-1638.pdf/100;Pagina:De gli horologi solari-1638.pdf/101;Pagina:De gli horologi solari-1638.pdf/102;Pagina:De gli horologi solari-1638.pdf/103;Pagina:De gli horologi solari-1638.pdf/104;Pagina:De gli horologi solari-1638.pdf/105;Pagina:De gli horologi solari-1638.pdf/106;Pagina:De gli horologi solari-1638.pdf/107;Pagina:De gli horologi solari-1638.pdf/108;Pagina:De gli horologi solari-1638.pdf/109;Pagina:De gli horologi solari-1638.pdf/111;Pagina:De gli horologi solari-1638.pdf/112;Pagina:De gli horologi solari-1638.pdf/113;Pagina:De gli horologi solari-1638.pdf/114;Pagina:De gli horologi solari-1638.pdf/115;Pagina:De gli horologi solari-1638.pdf/116;Pagina:De gli horologi solari-1638.pdf/117;Pagina:De gli horologi solari-1638.pdf/118;Pagina:De gli horologi solari-1638.pdf/119;Pagina:De gli horologi solari-1638.pdf/120;Pagina:De gli horologi solari-1638.pdf/121;Pagina:De gli horologi solari-1638.pdf/122;Pagina:De gli horologi solari-1638.pdf/123;Pagina:De gli horologi solari-1638.pdf/124;Pagina:De gli horologi solari-1638.pdf/125;Pagina:De gli horologi solari-1638.pdf/126;Pagina:De gli horologi solari-1638.pdf/127;Pagina:De gli horologi solari-1638.pdf/128;Pagina:De gli horologi solari-1638.pdf/129;Pagina:De gli horologi solari-1638.pdf/130;Pagina:De gli horologi solari-1638.pdf/131;Pagina:De gli horologi solari-1638.pdf/132;Pagina:De gli horologi solari-1638.pdf/133;Pagina:De gli horologi solari-1638.pdf/134;Pagina:De gli horologi solari-1638.pdf/135;Pagina:De gli horologi solari-1638.pdf/136;Pagina:De gli horologi solari-1638.pdf/137;Pagina:De gli horologi solari-1638.pdf/138;Pagina:De gli horologi solari-1638.pdf/139;Pagina:De gli horologi solari-1638.pdf/140;Pagina:De gli horologi solari-1638.pdf/141;Pagina:De gli horologi solari-1638.pdf/142;Pagina:De gli horologi solari-1638.pdf/143;Pagina:De gli horologi solari-1638.pdf/144;Pagina:De gli horologi solari-1638.pdf/145;Pagina:De gli horologi solari-1638.pdf/146;Pagina:De gli horologi solari-1638.pdf/147;Pagina:De gli horologi solari-1638.pdf/148;Pagina:De gli horologi solari-1638.pdf/149;Pagina:De gli horologi solari-1638.pdf/150;Pagina:De gli horologi solari-1638.pdf/151;Pagina:De gli horologi solari-1638.pdf/152;Pagina:De gli horologi solari-1638.pdf/154;Pagina:De gli horologi solari-1638.pdf/155;Pagina:De gli horologi solari-1638.pdf/156;Pagina:De gli horologi solari-1638.pdf/157;Pagina:De gli horologi solari-1638.pdf/158;Pagina:De gli horologi solari-1638.pdf/159;Pagina:De gli horologi solari-1638.pdf/160;Pagina:De gli horologi solari-1638.pdf/161;Pagina:De gli horologi solari-1638.pdf/162;Pagina:De gli horologi solari-1638.pdf/163;Pagina:De gli horologi solari-1638.pdf/164;Pagina:De gli horologi solari-1638.pdf/165;Pagina:De gli horologi solari-1638.pdf/166;Pagina:De gli horologi solari-1638.pdf/167;Pagina:De gli horologi solari-1638.pdf/168;Pagina:De gli horologi solari-1638.pdf/169;Pagina:De gli horologi solari-1638.pdf/170;Pagina:De gli horologi solari-1638.pdf/171;Pagina:De gli horologi solari-1638.pdf/172;Pagina:De gli horologi solari-1638.pdf/173;Pagina:De gli horologi solari-1638.pdf/174;Pagina:De gli horologi solari-1638.pdf/175;Pagina:De gli horologi solari-1638.pdf/176;Pagina:De gli horologi solari-1638.pdf/177;Pagina:De gli horologi solari-1638.pdf/178;Pagina:De gli horologi solari-1638.pdf/179;Pagina:De gli horologi solari-1638.pdf/180;Pagina:De gli horologi solari-1638.pdf/181;Pagina:De gli horologi solari-1638.pdf/182;Pagina:De gli horologi solari-1638.pdf/183;Pagina:De gli horologi solari-1638.pdf/184;Pagina:De gli horologi solari-1638.pdf/185;Pagina:De gli horologi solari-1638.pdf/186;Pagina:De gli horologi solari-1638.pdf/187;Pagina:De gli horologi solari-1638.pdf/188;Pagina:De gli horologi solari-1638.pdf/189;Pagina:De gli horologi solari-1638.pdf/190;Pagina:De gli horologi solari-1638.pdf/191;Pagina:De gli horologi solari-1638.pdf/192;Pagina:De gli horologi solari-1638.pdf/193;Pagina:De gli horologi solari-1638.pdf/194;Pagina:De gli horologi solari-1638.pdf/195;Pagina:De gli horologi solari-1638.pdf/196;Pagina:De gli horologi solari-1638.pdf/198;Pagina:De gli horologi solari-1638.pdf/199;Pagina:De gli horologi solari-1638.pdf/200;Pagina:De gli horologi solari-1638.pdf/201;Pagina:De gli horologi solari-1638.pdf/202;Pagina:De gli horologi solari-1638.pdf/203;Pagina:De gli horologi solari-1638.pdf/204;Pagina:De gli horologi solari-1638.pdf/205;Pagina:De gli horologi solari-1638.pdf/206;Pagina:De gli horologi solari-1638.pdf/207;Pagina:De gli horologi solari-1638.pdf/208;Pagina:De gli horologi solari-1638.pdf/209;Pagina:De gli horologi solari-1638.pdf/210;Pagina:De gli horologi solari-1638.pdf/211;Pagina:De gli horologi solari-1638.pdf/212;Pagina:De gli horologi solari-1638.pdf/213;Pagina:De gli horologi solari-1638.pdf/214;Pagina:De gli horologi solari-1638.pdf/215;Pagina:De gli horologi solari-1638.pdf/216;Pagina:De gli horologi solari-1638.pdf/217;Pagina:De gli horologi solari-1638.pdf/218;Pagina:De gli horologi solari-1638.pdf/219;Pagina:De gli horologi solari-1638.pdf/220;Pagina:De gli horologi solari-1638.pdf/221;Pagina:De gli horologi solari-1638.pdf/222;Pagina:De gli horologi solari-1638.pdf/223;Pagina:De gli horologi solari-1638.pdf/224;Pagina:De gli horologi solari-1638.pdf/225;Pagina:De gli horologi solari-1638.pdf/226;Pagina:De gli horologi solari-1638.pdf/227;Pagina:De gli horologi solari-1638.pdf/228;Pagina:De gli horologi solari-1638.pdf/229;Pagina:De gli horologi solari-1638.pdf/230;Pagina:De gli horologi solari-1638.pdf/231;Pagina:De gli horologi solari-1638.pdf/232;Pagina:De gli horologi solari-1638.pdf/233;Pagina:De gli horologi solari-1638.pdf/234;Pagina:De gli horologi solari-1638.pdf/235;Pagina:De gli horologi solari-1638.pdf/236;Pagina:De gli horologi solari-1638.pdf/237;Pagina:De gli horologi solari-1638.pdf/238;Pagina:De gli horologi solari-1638.pdf/239;Pagina:De gli horologi solari-1638.pdf/240;Pagina:De gli horologi solari-1638.pdf/242;Pagina:De gli horologi solari-1638.pdf/46;Pagina:De gli horologi solari-1638.pdf/47;Pagina:De gli horologi solari-1638.pdf/48;Pagina:De gli horologi solari-1638.pdf/49;Pagina:De gli horologi solari-1638.pdf/50;Pagina:De gli horologi solari-1638.pdf/51;Pagina:De gli horologi solari-1638.pdf/52;Pagina:De gli horologi solari-1638.pdf/53;Pagina:De gli horologi solari-1638.pdf/54;Pagina:De gli horologi solari-1638.pdf/55;Pagina:De gli horologi solari-1638.pdf/56;Pagina:De gli horologi solari-1638.pdf/57;Pagina:De gli horologi solari-1638.pdf/58;Pagina:De gli horologi solari-1638.pdf/59;Pagina:De gli horologi solari-1638.pdf/60;Pagina:De gli horologi solari-1638.pdf/61;Pagina:De gli horologi solari-1638.pdf/62;Pagina:De gli horologi solari-1638.pdf/63;Pagina:De gli horologi solari-1638.pdf/64;Pagina:De gli horologi solari-1638.pdf/65;Pagina:De gli horologi solari-1638.pdf/66;Pagina:De gli horologi solari-1638.pdf/69;Pagina:De gli horologi solari-1638.pdf/70;Pagina:De gli horologi solari-1638.pdf/71;Pagina:De gli horologi solari-1638.pdf/72;Pagina:De gli horologi solari-1638.pdf/73;Pagina:De gli horologi solari-1638.pdf/74;Pagina:De gli horologi solari-1638.pdf/75;Pagina:De gli horologi solari-1638.pdf/76;Pagina:De gli horologi solari-1638.pdf/77;Pagina:De gli horologi solari-1638.pdf/78;Pagina:De gli horologi solari-1638.pdf/79;Pagina:De gli horologi solari-1638.pdf/80;Pagina:De gli horologi solari-1638.pdf/91;Pagina:De gli horologi solari-1638.pdf/92;Pagina:De gli horologi solari-1638.pdf/93;Pagina:De gli horologi solari-1638.pdf/94;Pagina:De gli horologi solari-1638.pdf/95;Pagina:De gli horologi solari-1638.pdf/96;Pagina:De gli horologi solari-1638.pdf/97;Pagina:De gli horologi solari-1638.pdf/98;Pagina:De gli horologi solari-1638.pdf/99,,One or more requested Pagina records are missing.,pending_bounded_review,inactive
itws4c:895083,itws:895083,De gustibus non est disputandum,historical_general,hold_quality_or_editorial_review,removed_wikitable,,,Quality or editorial signals require bounded review.,pending_bounded_review,inactive
itws4c:62080,itws:62080,De Iciarchia,historical_general,hold_duplicate_review,,,bibit_overlap_metrics=bibit:bibit001255|candidate=0.999090|reference=0.999143,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:960326,itws:960326,"De la causa, principio e uno",historical_general,hold_unresolved_markup,language_variety_marker;unresolved_html_tag,,,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:530942,itws:530942,De motu,nineteenth_century_bridge,hold_unresolved_markup,transcription_gap_template;unresolved_template:allineatore,,,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:746098,itws:746098,"De' guata, Ciampol, ben questa vecchiuzza",historical_non_sonnet_poetry,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:35766,itws:35766,De' matematici italiani anteriori all'invenzione della stampa,nineteenth_century_bridge,hold_quality_or_editorial_review,language_variety_marker;removed_wikitable,,,Quality or editorial signals require bounded review.,pending_bounded_review,inactive
itws4c:883357,itws:883357,"De' Riarj fu prole, ed ebbe culla",historical_general,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:742726,itws:742726,Dea,standard_sonnets,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:1713,itws:1713,Decameron,historical_general,hold_unresolved_markup,editorial_marker;language_variety_marker;transcription_gap_template;unresolved_html_tag;unresolved_template:l2,,,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:68853,itws:68853,Decennali,historical_general,hold_quality_or_editorial_review,language_variety_marker,,,Quality or editorial signals require bounded review.,pending_bounded_review,inactive
itws4c:742701,itws:742701,Decreto,standard_sonnets,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:244031,itws:244031,Decreto approvante modificazioni alla concessione per la strada di ferro da Napoli a Nocera (e relative modifiche),nineteenth_century_bridge,hold_quality_or_editorial_review,removed_wikitable,,,Quality or editorial signals require bounded review.,pending_bounded_review,inactive
itws4c:91851,itws:91851,Decreto e capitoli di concessione perché la strada ferrata da Napoli a Nocera sia prolungata per Sanseverino ad Avellino,nineteenth_century_bridge,hold_unresolved_markup,removed_wikitable;unresolved_template:diritto trattato,,,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:392441,itws:392441,Degli antichi edifizj profani di Ravenna,historical_general,hold_unresolved_markup,unresolved_template:rigaindice2,,,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:883533,itws:883533,Degli uccellin pigliati alla ragnaja,historical_general,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:745994,itws:745994,"Deh bástat'oggimai, per cortesia",historical_non_sonnet_poetry,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:883537,itws:883537,Deh follemente desïati argenti,historical_general,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:746966,itws:746966,"Deh, vergine Maria, che incarnasti",historical_non_sonnet_poetry,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:894039,itws:894039,Dei conduttori per preservare gli edifizj da' fulmini,historical_general,hold_missing_transcription,language_variety_marker;removed_math_block;transcription_gap_template,Pagina:Toaldo - Dei conduttori per preservare gli edifizj da' fulmini - 1778.pdf/81-92,,One or more requested Pagina records are missing.,pending_bounded_review,inactive
itws4c:186250,itws:186250,Dei cristalli quarzosi di Selvino,nineteenth_century_bridge,hold_quality_or_editorial_review,removed_wikitable;transcription_gap_template,,,Quality or editorial signals require bounded review.,pending_bounded_review,inactive
itws4c:340128,itws:340128,Dei sepolcri (Bettoni 1808),nineteenth_century_bridge,hold_unresolved_markup,unresolved_template:loop,,,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:62088,itws:62088,Deifira,historical_general,hold_duplicate_review,,,bibit_overlap_metrics=bibit:bibit000625|candidate=0.959899|reference=0.996025,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:861762,itws:861762,Del conduttore elettrico posto nel campanile di S. Marco in Venezia,historical_general,hold_quality_or_editorial_review,transcription_gap_template,,,Quality or editorial signals require bounded review.,pending_bounded_review,inactive
itws4c:518239,itws:518239,Del disordine e de' rimedii delle monete nello stato di Milano,historical_general,hold_quality_or_editorial_review,removed_math_block;removed_wikitable;transcription_gap_template,,,Quality or editorial signals require bounded review.,pending_bounded_review,inactive
itws4c:67245,itws:67245,Del funesto arbor l'ombre oscure e spesse,historical_non_sonnet_poetry,hold_protected_v6_overlap,,,protected_v6_overlap_metrics=sannazaro_del_funesto_arbor_l_ombre_oscure_e_spesse|protected_containment=1.000000,Protected V6 validation/test material overlaps this root.,pending_bounded_review,inactive
itws4c:879975,itws:879975,Del magnanimo Carlo i primier anni,historical_non_sonnet_poetry,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:532447,itws:532447,Del rinnovamento civile d'Italia,nineteenth_century_bridge,hold_unresolved_markup,editorial_marker;language_variety_marker;removed_wikitable;transcription_gap_template;unresolved_template:ruleleft;unresolved_template:tablestyle,,bibit_overlap_metrics=bibit:bibit000578|candidate=0.915076|reference=0.979140,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:746955,itws:746955,Del tutto a la ricisa io sbandeggio,historical_non_sonnet_poetry,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:767506,itws:767506,Del veltro allegorico di Dante,nineteenth_century_bridge,hold_quality_or_editorial_review,language_variety_marker,,,Quality or editorial signals require bounded review.,pending_bounded_review,inactive
itws4c:68484,itws:68484,Dell'arte della guerra,historical_general,hold_unresolved_markup,removed_wikitable;unresolved_template:p,,bibit_overlap_metrics=bibit:bibit000535|candidate=0.820292|reference=0.828164 | existing_project_corpus_overlap_metrics=current:ll_machiavelli_arte_guerra|candidate=0.827273|reference=0.822543,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:393328,itws:393328,Dell'entusiasmo delle belle arti,historical_general,hold_unresolved_markup,language_variety_marker;unresolved_html_tag;unresolved_template_markup,,,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:637192,itws:637192,Dell'incendio del Monte di Somma,historical_general,hold_unresolved_markup,unresolved_template:taf,,,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:637200,itws:637200,Dell'incendio del Monte di Somma - Versione critica,historical_general,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:637197,itws:637197,Dell'incendio del Monte di Somma - Versione diplomatica,historical_general,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:137019,itws:137019,Dell'obbedienza del cavallo,historical_general,hold_quality_or_editorial_review,removed_wikitable,,,Quality or editorial signals require bounded review.,pending_bounded_review,inactive
itws4c:187090,itws:187090,Dell'oreficeria antica,nineteenth_century_bridge,hold_quality_or_editorial_review,removed_wikitable,,,Quality or editorial signals require bounded review.,pending_bounded_review,inactive
itws4c:848225,itws:848225,Dell'Oreficeria rispetto alla legislazione,nineteenth_century_bridge,hold_quality_or_editorial_review,removed_wikitable,,,Quality or editorial signals require bounded review.,pending_bounded_review,inactive
itws4c:670684,itws:670684,"Dell'uso de' conduttori metallici a preservazione degli edifizi contro de' fulmini, nuova apologia",historical_general,hold_duplicate_review,transcription_gap_template,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:62723,itws:62723,Della coltivazione,historical_non_sonnet_poetry,hold_duplicate_review,,,bibit_overlap_metrics=bibit:bibit000656|candidate=0.951517|reference=0.993031,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:847433,itws:847433,Della condizione giuridica delle donne,nineteenth_century_bridge,hold_missing_transcription,,Pagina:Della condizione giuridica della donna.djvu/7,,One or more requested Pagina records are missing.,pending_bounded_review,inactive
itws4c:45994,itws:45994,Della moneta,historical_general,hold_quality_or_editorial_review,language_variety_marker;removed_wikitable;transcription_gap_template,,,Quality or editorial signals require bounded review.,pending_bounded_review,inactive
itws4c:368290,itws:368290,Della moneta (1788),historical_general,hold_unresolved_markup,language_variety_marker;removed_math_block;removed_wikitable;unresolved_template:linkpagineindice,,,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:1007912,itws:1007912,Della oreficeria italiana,nineteenth_century_bridge,hold_quality_or_editorial_review,removed_wikitable,,,Quality or editorial signals require bounded review.,pending_bounded_review,inactive
itws4c:552563,itws:552563,Della storia d'Italia dalle origini fino ai nostri giorni,nineteenth_century_bridge,hold_duplicate_review,editorial_marker;language_variety_marker;removed_wikitable;transcription_gap_template,,gutenberg_previous_pool_overlap_metrics=gutenberg_previous:pg19808|candidate=0.510250|reference=0.988092;gutenberg_previous:pg47480|candidate=0.482000|reference=0.961475 | gutenberg_resolved_overlap_metrics=gutenberg_resolved:pg19808|candidate=0.510250|reference=0.988092;gutenberg_resolved:pg47480|candidate=0.482000|reference=0.961475,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:487843,itws:487843,Della superstitiosa noce di Benevento,historical_general,hold_unresolved_markup,unresolved_template:pi,,,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:611896,itws:611896,Delle Antiche carceri di Firenze denominate delle Stinche,nineteenth_century_bridge,hold_quality_or_editorial_review,removed_wikitable,,,Quality or editorial signals require bounded review.,pending_bounded_review,inactive
itws4c:538431,itws:538431,Delle antiche Relazioni fra Venezia e Ravenna,nineteenth_century_bridge,hold_unresolved_markup,language_variety_marker;removed_wikitable;unresolved_template:#tag:ref;unresolved_template:#tag:references;unresolved_template:nl,,,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:515018,itws:515018,Delle biblioteche circolanti nei comuni rurali,nineteenth_century_bridge,hold_unresolved_markup,editorial_marker;transcription_gap_template;unresolved_template:sd,,,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:537124,itws:537124,Delle feste e dei Giuochi dei Genovesi,nineteenth_century_bridge,hold_quality_or_editorial_review,language_variety_marker,,,Quality or editorial signals require bounded review.,pending_bounded_review,inactive
itws4c:567515,itws:567515,Delle funzioni riproduttive degli animali,nineteenth_century_bridge,hold_missing_transcription,removed_wikitable;transcription_gap_template,Pagina:Delle funzioni riproduttive degli animali.djvu/46;Pagina:Delle funzioni riproduttive degli animali.djvu/47;Pagina:Delle funzioni riproduttive degli animali.djvu/48;Pagina:Delle funzioni riproduttive degli animali.djvu/49;Pagina:Delle funzioni riproduttive degli animali.djvu/50;Pagina:Delle funzioni riproduttive degli animali.djvu/51;Pagina:Delle funzioni riproduttive degli animali.djvu/52;Pagina:Delle funzioni riproduttive degli animali.djvu/53;Pagina:Delle funzioni riproduttive degli animali.djvu/54;Pagina:Delle funzioni riproduttive degli animali.djvu/55;Pagina:Delle funzioni riproduttive degli animali.djvu/56;Pagina:Delle funzioni riproduttive degli animali.djvu/57;Pagina:Delle funzioni riproduttive degli animali.djvu/58,,One or more requested Pagina records are missing.,pending_bounded_review,inactive
itws4c:91548,itws:91548,Delle funzioni riproduttive negli animali,nineteenth_century_bridge,hold_unresolved_markup,removed_wikitable;unresolved_html_tag,,,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
