candidate_id,ebook_id,title,source_kind,stanza_pattern,first_line,last_line,source_text_sha256,review_resolution,review_rationale
pg31285:char31308-32028,31285,"Opera nova amorosa, vol. 2: Traggedia",structural_14_line,14,Ru.  Voi saper dov'io tegno: il mio pensiero,Non movon tuoi sembianti: ad aiutarlo.,bb253183ed6abcdbdd3139d3d81032095804285838a71c7e314e0007a3f045c8,exclude_not_sonnet,"Detector window is continuous dramatic dialogue, not a bounded sonnet."
pg31285:char34075-34732,31285,"Opera nova amorosa, vol. 2: Traggedia",structural_14_line,8-6,"E perché forsi, non comprehendi quanto",Farà adietro ritorno.,a6dc1a5b13922db2dcfa62e6752e750d3153a7c73e8cc9ece6bc8bbce882570d,exclude_not_sonnet,"Detector window is continuous dramatic dialogue, not a bounded sonnet."
pg31285:char43256-43941,31285,"Opera nova amorosa, vol. 2: Traggedia",structural_14_line,8-6,O reo destin a che condotto m'hai:,scapigliata dicendo.,1de8f3860fee8b3ca54ca9860f124aea92bf4683e5525a7aa6d654adc2e6d718,exclude_not_sonnet,"Detector window is continuous dramatic dialogue, not a bounded sonnet."
pg31818:char19354-19988,31818,"Opera nova amorosa, vol. 3: Comedia nova",structural_14_line,14,"S  Que ch'io ti voglio dir, anchor non sai",Intrar dile,eff12fe5b9033169eed7e29bb90b3e223b69f8fa138ad06a1cbe436745e9ac45,exclude_not_sonnet,"Detector window is continuous comic dialogue, not a bounded sonnet."
pg31818:char53519-54149,31818,"Opera nova amorosa, vol. 3: Comedia nova",structural_14_line,14,"L    Guardate che le sonno, nella cassa",Numio gentile,efb9d1f1542609e3ae57be6ae1d0f929d61ff9054bfebe352b5592dc04e168fa,exclude_not_sonnet,"Detector window is continuous comic dialogue, not a bounded sonnet."
pg31818:char68933-69602,31818,"Opera nova amorosa, vol. 3: Comedia nova",structural_14_line,8-6,"L               l'era un murador, che siolta","Con sua man gli tronchava, il vital corso",e592c4c9ee11ed09a968934f64af5bb0a9bf8d0d25ae60de0ee0dc252f66f408,exclude_not_sonnet,"Detector window is continuous comic dialogue, not a bounded sonnet."
pg31818:char94167-94829,31818,"Opera nova amorosa, vol. 3: Comedia nova",structural_14_line,8-6,"B  Odi Scaltra mia bella, tien pur stretto","Belvico mio gentil, volto mio bello",592e8859b1f9e3d3eefb156844bbeee994e01a19dfbeeefb49fc5a9c0003df23,exclude_not_sonnet,"Detector window is continuous comic dialogue, not a bounded sonnet."
pg34639:char74111-74687,34639,I tre tiranni: Commedie del Cinquecento,structural_14_line,14,"ARTEMONA. Che farai, vecchia? Vuoi dare a Crisaulo",Come andò poi la cosa?,9f78ea85e9479fc7b9f79b6f2728a179cba42fa9a34650dcd39707109814ed18,exclude_not_sonnet,"Detector window is continuous comedy dialogue, not a bounded sonnet."
pg34639:char81763-82327,34639,I tre tiranni: Commedie del Cinquecento,structural_14_line,14,"CRISAULO.              Che fai, Fileno?",la vita giá perduta.,fdc05f06c4f7f539b04e5cb81875e82270cc4edc8d1fabd0dea4be4f573ca955,exclude_not_sonnet,"Detector window is continuous comedy dialogue, not a bounded sonnet."
pg34639:char89627-90161,34639,I tre tiranni: Commedie del Cinquecento,structural_14_line,4-4-6,LISTAGIRO. Oh bene! E de le braccia salci.,ché sei pur vecchio.,82d4e13fcf53eabc5686ef24b72cba64fb6af04da8d9a77016b0d24ae7f1ec82,exclude_not_sonnet,"Detector window is continuous comedy dialogue, not a bounded sonnet."
pg34639:char125013-125577,34639,I tre tiranni: Commedie del Cinquecento,structural_14_line,14,ARTEMONA.                  Io ci ho sol questo,fa' ch'io lo sappi.,1b7a4a83dfcfc0e8c93e02cd94b19a5a8f165def83e771751a76a76da908cef5,exclude_not_sonnet,"Detector window is continuous comedy dialogue, not a bounded sonnet."
pg34639:char135383-135889,34639,I tre tiranni: Commedie del Cinquecento,structural_14_line,4-4-3-3,ARTEMONA.   Tu sei troppo savio.,Ma saria cosa lunga.,c2d5e83ad3a7dffa7b8885e1efc4e4698d86f9f594bfb1bf82d28db45be5de54,exclude_not_sonnet,"Detector window is continuous comedy dialogue, not a bounded sonnet."
pg34639:char156205-156725,34639,I tre tiranni: Commedie del Cinquecento,structural_14_line,14,FILOCRATE. Quando io me partí da quellas,gloria y vencimiento.,8192e4c40ce68f4a3e12fe8411cb62d583d05d6f299e14e8d864c0e029f499bf,exclude_not_sonnet,"Detector window is continuous comedy dialogue, not a bounded sonnet."
pg34639:char156726-157280,34639,I tre tiranni: Commedie del Cinquecento,structural_14_line,14,DEMOFILO.             Ai tempi nostri,offuscherebbe i loro accesi lumi.,ad7f9213bb0412379ca0555865cb4555b25a54241f346f92ac2a938582abbd58,exclude_not_sonnet,"Detector window is continuous comedy dialogue, not a bounded sonnet."
pg34639:char160204-160726,34639,I tre tiranni: Commedie del Cinquecento,structural_14_line,14,FILOCRATE. Esta fama se a adquirido nuestro,y de nuestra santa fé.,e7c1fd44d65f348776c1c6486e0ed47b11429df6163ca3dfe7d80087f71056fc,exclude_not_sonnet,"Detector window is continuous comedy dialogue, not a bounded sonnet."
pg34639:char189444-190003,34639,I tre tiranni: Commedie del Cinquecento,structural_14_line,14,CRISAULO.      Ma non è ancor gran cosa:,com'io vorrei.,a6b6f14a6b707eb743ff5a12cdc400d46d35a67683f106aca1689d92f4b8529f,exclude_not_sonnet,"Detector window is continuous comedy dialogue, not a bounded sonnet."
pg34639:char192043-192615,34639,I tre tiranni: Commedie del Cinquecento,structural_14_line,14,CRISAULO.      E che debbo dire io?,Usciremo or d'affanno.,608a3992c12e6e9ae3c6c0aacbb4e44a0998b07601cdf983fa122f3a6eae81bb,exclude_not_sonnet,"Detector window is continuous comedy dialogue, not a bounded sonnet."
pg35799:char26296-26856,35799,Caos del Triperuno: Opere Italiane Vol. 1,structural_14_line,14,"«Alma, che per altrui difetto al varco","non sa fatica, finalmente, o carco».",4acbd23fffb728d8c47945ad0c431eda19bc14b5c4fad89a0205d2c6219e6348,exclude_not_sonnet,Fourteen-line block has an irregular canzone-like stanza and is not a sonnet.
pg35799:char89197-89839,35799,Caos del Triperuno: Opere Italiane Vol. 1,structural_14_line,4-4-3-3,"Un aspro cuor, un'empia e cruda voglia,",fin che qual serpe lásciavi la scorza.,02d62404cd910dd83543e52a8a242a9640529b551ebe53ee1f8b8aed5eebd95b,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg35799:char128100-128832,35799,Caos del Triperuno: Opere Italiane Vol. 1,structural_14_line,8-6,"V enit at interea mihi trippiger ille Cocaius,","E sse hac in vita, qua vivimus absque travaio?",9dfef748570f70e4f79ee5173fbf444750ad51f3576d1d37bda3bd7bc4ed98ab,exclude_not_sonnet,Latin acrostic hexameter passage is not an Italian sonnet.
pg35799:char133250-133855,35799,Caos del Triperuno: Opere Italiane Vol. 1,structural_14_line,14,"La fama, il grido e l'onorevol suono",resorto fia da voi sul punto estremo.,78fadd624e7920c7b49e15188c1e76ad96d506ee4e5948851bb144aacffa7074,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg35799:char135578-136194,35799,Caos del Triperuno: Opere Italiane Vol. 1,structural_14_line,14,"So ben che 'l mio lodarvi, donna altera,","il suo cantarvi, allor lieta galoppa.",2135c039db5945e555e334adbd4f785476a766bc98aed17b6b891c1731147e09,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg35799:char136656-137297,35799,Caos del Triperuno: Opere Italiane Vol. 1,structural_14_line,14,"--Vaga, solinga e dolce tortorella,",ché altrui miseria al miser è solaccio.,8ef012965b8359be757bb091c46e84d6580445976be982deacb1e1d227b32368,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg35799:char144899-145518,35799,Caos del Triperuno: Opere Italiane Vol. 1,structural_14_line,8-6,A l ciel or triunfando spiego l'ale;,S ovra la fama esser il ver confessa.,1c1faa93d7238a1d6bf1cfcf9ed20ff68034809fa6167ccc12f6cdf0ff8b99fe,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg35799:char145880-146480,35799,Caos del Triperuno: Opere Italiane Vol. 1,structural_14_line,14,"Voi che soavi accenti, alte parole,",poter tant'alto porger uman stile.,4af246e6ce7391f616c1998900181b892f54b2a04c4e864fe550886cc059d571,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg35799:char156529-157212,35799,Caos del Triperuno: Opere Italiane Vol. 1,structural_14_line,14,"O mihi Pieriis liceat demergier undis,",Utraque quos caedens iam caret ungue manus!,9382ec6d2fe9ac03cb438f7d2e63e1fd11d781c5257a7f91777e87128dc7b971,exclude_not_sonnet,Latin elegiac passage is not an Italian sonnet.
pg35799:char170535-171150,35799,Caos del Triperuno: Opere Italiane Vol. 1,structural_14_line,14,"Or non piú fama, or non piú 'l sparso grido",--Costei sola del ciel le grazie impetra!,9867a2cd9f66ebe295bf02338b337d39462c383f06488277d2997aaed99a3577,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg35799:char172153-172757,35799,Caos del Triperuno: Opere Italiane Vol. 1,structural_14_line,14,"Questa madonna, che sí dolce, altiera,","bella, nudrisce al dolce suo veleno.",44de80c2602f2de0813a2e33e74c40c774b74e222118adacb99f231be2292f77,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg35799:char172836-173444,35799,Caos del Triperuno: Opere Italiane Vol. 1,structural_14_line,14,"Quando l'alma gentile, per cui sola","nel carro stesso, in noi l'arco si tese.",b43e733d710aea1d2b46d4bdd3d16d4ba25ad888136f08f275b1464d53711a29,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg35799:char173454-174087,35799,Caos del Triperuno: Opere Italiane Vol. 1,structural_14_line,14,"Alluntanato è 'l sole, e noi qui manchi",va solacciando e noi qui giú non prezza.,9a7e6b4e28b81839645f5d419755ed628770db3b54a8c60609bd6f34f5f0af69,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg35799:char174171-174783,35799,Caos del Triperuno: Opere Italiane Vol. 1,structural_14_line,14,"In quelle parti, ove di poggio in valle,",ch'Amor sul marmo di sua man poi scrisse.,ee6741794aa38d3e1432631d765d92edf38343e007dbb891512fe9a8c3a27ff0,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg35799:char174839-175435,35799,Caos del Triperuno: Opere Italiane Vol. 1,structural_14_line,14,"Quando 'l tempo, madonna, a noi sí parco,",non giá d'invidia ma d'amor si dole.,c03548464e181be5a7b6dd893201e7463730620e0df5d81e72168edce22203e0,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg35799:char175510-176147,35799,Caos del Triperuno: Opere Italiane Vol. 1,structural_14_line,14,Invido ciel che tante stelle e tante,e 'n su le cime tue vòi ch'egli monti.,1c0db77e7de06553c913c81d5024322209568ef0709efef2606b0008cde35f3a,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg35799:char178549-179132,35799,Caos del Triperuno: Opere Italiane Vol. 1,structural_14_line,14,Qual gode in carne perché in carne viva,che mai del ciel non sa trovar le scale.,ed37f8b570749a12889dc2ecb111aabaa0ff59f5d5c0b8e5d9d33ed95fac3af3,exclude_not_sonnet,Fourteen-line block has an irregular moral-stanza rhyme structure and is not a sonnet.
pg35799:char179218-179780,35799,Caos del Triperuno: Opere Italiane Vol. 1,structural_14_line,14,Se mi deggia pensar o in terra dentro,cui sempre a morte in grembo un'alma dorme.,7ede86db2d593a835a6591aeaf6503c323acc8ed5db44b5a4d34073ff294447d,exclude_not_sonnet,Fourteen-line block has an irregular moral-stanza rhyme structure and is not a sonnet.
pg35799:char185882-186510,35799,Caos del Triperuno: Opere Italiane Vol. 1,structural_14_line,14,"Sléguati in polve, fulminando Giove,","tolgasi 'l quarto, acciò che «larva» resti.[245]",3550fe7dfb3eee9d905770218ea1e66cd4293061bfba443daa0180edffe70044,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg35799:char186610-187210,35799,Caos del Triperuno: Opere Italiane Vol. 1,structural_14_line,14,Io canto sotto l'ombra del bel lauro,"ché piú di me, so bene, altrui non l'ama.",f721af159c6cfb4f7ecca903a1ce525c0ed99d10cc07c2d50a41e5cb40379151,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg35799:char197998-198616,35799,Caos del Triperuno: Opere Italiane Vol. 1,structural_14_line,14,"Quando 'l Foco d'Amor, che m'arde ognora,",per cui Satán Angiol di luce appare.,04f95a4a627557420b74e1b0d52b96477c49df3cccc40a6aea9139765b1561d8,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg35799:char199126-199743,35799,Caos del Triperuno: Opere Italiane Vol. 1,structural_14_line,14,"Questa fortuna al mondo è 'n Bagattella,",chi sa temprarsi lei col Mondo affrena.,a76022f4c5e582d7af90b9c0497395751886281072610dd3c9c5f6143dbb0180,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg35799:char200571-201186,35799,Caos del Triperuno: Opere Italiane Vol. 1,structural_14_line,14,"Europa mia, quando fia mai che l'una","la Luna, e vo' appiccarmi da me stessa[252].",0ab98351f9bae714a42630cc1b34e31490b49c19891f931bd98def4c68459fc7,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg35799:char201350-201966,35799,Caos del Triperuno: Opere Italiane Vol. 1,structural_14_line,14,"Europa mia, quando fia mai che l'una","la Luna, e vo' appiccarmi da me stessa.",4dca26a30bd243e5a8a945bf0f98a6d46d80c06b666de2407d8d442827caf562,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg35799:char202567-203177,35799,Caos del Triperuno: Opere Italiane Vol. 1,structural_14_line,14,"Simil pazzia non trovo sotto 'l Sole,",la nera Imperatrice empir s'abbella.,6e68445f95b05ec75056903f8794e0df1db1e247bd5df7581e27514b983be390,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg35799:char203801-204417,35799,Caos del Triperuno: Opere Italiane Vol. 1,structural_14_line,14,"Amor, sotto 'l cui impero molte imprese",sol d'alta Fama tienti un Bagattella.,0b409b911f91bf0469af1c0a88ff78ce2b54e768e972158d72363facc2b29450,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg35799:char226286-226914,35799,Caos del Triperuno: Opere Italiane Vol. 1,structural_14_line,14,"«Bruggia la terra il lino col suo seme»,[260]","in voi, o di mia vita ferma chiave!",626b7aa2835e7a0397703087670dc87ac99895344be5354b163b1db5c7621b23,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg35799:char227250-227837,35799,Caos del Triperuno: Opere Italiane Vol. 1,structural_14_line,14,Pensarsi non sapea piú agevolmente,"al foco molle cera, al vento polve!",c0c94937b4e7567127bcc0398899d36025956d94858100133df6598c363fc41a,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg35799:char228303-228920,35799,Caos del Triperuno: Opere Italiane Vol. 1,structural_14_line,14,"Nacque di fiera in luogo alpestro ed ermo,",non cape amor né alcun pietoso affetto.,3b3bfcd711125911ffcbf34730f9f84a6ccc26f8e3158550e12a2f5e7abbf4e9,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg35799:char246230-246841,35799,Caos del Triperuno: Opere Italiane Vol. 1,structural_14_line,14,"Or sbuco giá qual nottula di tomba,",si turba entro lo 'nferno e ride il cielo.,63b16266b3d853e16018a3d8ecaa5d6aa3f44ea0f222975435ff4951b9aa1444,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg35799:char267865-268472,35799,Caos del Triperuno: Opere Italiane Vol. 1,structural_14_line,14,"Com'esser può ch'un arbore, ch'un fiume",sen porti altrove il cor su l'aurea punta.,717a605d146b0b174182b518a9212e3c2a8b65242fd0a798b916dadd59dbc078,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg35799:char279550-280152,35799,Caos del Triperuno: Opere Italiane Vol. 1,structural_14_line,14,"Quell'inclito animale d'alto pregio,",che al fine mi trasportan qual saetta.,b903dbf5b564e4fa7045d0c183397ea3d5fecda597c7de8ea70d0f585d53d5a7,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg35799:char299909-300485,35799,Caos del Triperuno: Opere Italiane Vol. 1,structural_14_line,14,"«Uomo, che vedi a quanto onor ti degna[325]",e un legno per sua croce Dio non sdegna!».,e1014c732832fee8cef28ea277920d3785bf45d7445fec3daac6104ac6f89c32,exclude_not_sonnet,Fourteen-line block has an irregular canzone-like stanza and is not a sonnet.
pg35799:char308473-309067,35799,Caos del Triperuno: Opere Italiane Vol. 1,structural_14_line,14,"Signore mio, l'altissima cui fama",di lui cantar un desioso fuogo.,a3a2aba3e1433ad8174e5cd7cac46343e6aaf93bfeedc2c0cf1f8d42ae8ed067,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg36239:char55921-56510,36239,Fatalità,structural_14_line,4-4-3-3,"L'uno ha vent'anni--è bello, innamorato,","Tutto a' miei piè depone, e pur.... non l'amo!...",4694b665173699c891857e1aeba9213d14626ed8398286777586edaf9a5ec54a,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg36239:char56552-57139,36239,Fatalità,structural_14_line,4-4-3-3,L'altro drizza la fronte imperiosa,Come trepido augello al suo richiamo.,94096753695551edcf4dd3dcf8ea700ba4dc958dfe86d619fd60b864efa4cbef,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg39239:char27424-28001,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,structural_14_line,14,"Valenz senher, rei dels Aragones,","ne varran mais, sei vorres ajudar.",3240ee9399e75fe5c9a94b622d8c38e13c547f9a3e9173a3b1aaa90f8336bb9b,exclude_nonstandard_language_sonnet,Verified fourteen-line Occitan sonnet; retained only as conditioned evidence and not authorized for standard-Italian activation.
pg39239:char28085-28648,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,structural_14_line,14,"De la rota son posti esempli assai,",che piú che vita desira morire.,dc9dacbbc577286fe3154e2c7e452e7714cb76f6a8029435514342e10de8deb7,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg39239:char28676-29231,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,structural_14_line,14,Un nobel e gentil imaginare,venme voglia deventar patarino.,b1bdc88e23f53097af0ffd53c42df2e3f97c851958e0d96f640303063ae4b413,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg39239:char29288-29865,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,structural_14_line,14,"L'altrier, dormendo, a me se venne Amore,",parvemi quasi spirito sottile.,488bc91403cbce80228158bbbd57c4a7455c0e36f58e9001f7307a5d192a3f13,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg39239:char29915-30557,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,structural_14_line,14,"POETA.   Dimme, Amore; vorestù tornare","e 'l cor non pò durar, se no' la vede.",a0ecccc1f5f155cdd584a9d147610128bd1947baec2beaca3804b626524e2681,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg39239:char30581-31138,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,structural_14_line,14,L'altrier pensando mi emaginai,Parveme allor che l'alma se partisse.,2da3758777e1d3ccee11cbc0f71447fdb42f148caa2259917fc25d3f1ad2bb48,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg39239:char31230-31806,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,structural_14_line,14,"Ogni meo fatto per contrario faccio,",giammai no' l'averanno en suo reparo.,d616bddb4fc2bcfd0eae27466e71032e22567aa60fb4484d9bac76e7dba1e6d4,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg39239:char31835-32384,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,structural_14_line,14,Quattr'omin son dipinti ne la rota,nel finimento de la mia giornata.,d07e325e8a22fd2870a1e736e2aabbbae881e03e93ad8910a990504edbf7af2c,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg39239:char32453-33033,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,structural_14_line,14,"Tutto el tempo del mondo m'è avenuto,",e non curar ferneticar di gente.,decea3eca651e3f355962a9c1c3d3d50af83ea3eca4cd168bcccf40533156deb,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg39239:char213754-214368,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,structural_14_line,14,"Lasso, sovente — sent'e' — che natura","sor mev'impero: — pero, — se non pento!",f072565287a94047f18e61b98a716cdb7a6d36f0b083128de73e31f9df2b99b9,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg39239:char215328-215907,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,structural_14_line,14,"Dolendo, amico, di gravosa pena",ov'ogn'om cade: tal'è pregio bene.,383c77f9d9770bd09876d90ddc413490cc599bfb7eae5653d9bb87303363554b,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg39239:char215997-216588,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,structural_14_line,14,Rapresentando a canoscenza vostra,"somettendo mi' arbitro, ann'è ben terso.",6c96252e2dbbc379577886699505397ee8b63fc4e6693fdd48a91e7b01408de2,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg39239:char219350-219933,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,structural_14_line,14,Sovrapiagente mia gioia gioiosa,ch'io altro non ho piú che 'l tuo volere.,6e7a44c64ab45c92642c634a1919d5f8bfc5f3c7fec2c78ec9731ec950f8713e,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg39239:char220004-220612,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,structural_14_line,14,Amor s'ha il mio voler miso di sovra;,parte — di ben di sé vero in cui regna.,d8b7fe86e8f27bf4bfaa4827ad63bcb636d9fcfdd7401cdc67016b317f9cd4bb,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg39239:char220679-221277,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,structural_14_line,14,Non posso proferir quant'ho voglienza,"dentro al mio core, ove io te porto e guardo.",31b1ff8093b6c1d3e99c955af4c386aa91481a24896bdf853b99899051306483,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg39239:char235957-236544,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,structural_14_line,14,"Similemente, — gente — criatura,",in sua sentenza — ben sa — onorata.,301073de9edc2db823f196daa28a23675a3a74756a86fa254e334c254c125028,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg39239:char250847-251432,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,structural_14_line,14,Magna ferendo me tuba 'n oregli,"veglia tuttor la mantegnamo, u fresca.",84d6daf5c198549911360f4c49463f761f2e33a115f64e6d411df165229a136b,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg39239:char251608-252199,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,structural_14_line,14,A cui prudenza porge alta lumera,"se da ciò poi si parte, e' va a perdenza.",3916017d8761aecec161ac123891c0bbf5fd41f3772fd8a70d24a4060be0aac0,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg39239:char252318-252890,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,structural_14_line,14,"Chi nel dolore ha bona sofferenza,",la lor mainera — contrar'è di bene.,b047153820c4b3753199eecd727a85cdf7c09d3db88c5fa0474c7ee82b51439b,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
