review_id,work_root_id,checkpoint_4c_decision,resolution,canonical_reference_ids,removed_reference_ids,rights_decision,rationale,review_status,activation_status
itws4c:805334,itws:805334,hold_duplicate_review,exclude_source_rights_unresolved,,,rights_hold_modern_edition_contributor,"Post-1930 edition names a curator, translator, or illustrator whose contribution needs separate rights evidence.",resolved,inactive_pending_cross_archive_freeze
itws4c:746783,itws:746783,hold_duplicate_review,exclude_internal_exact_duplicate,itws:746782,,rights_pass,Deterministic complete/long/stable-ID precedence selected another exact Wikisource root.,resolved,inactive_pending_cross_archive_freeze
itws4c:746021,itws:746021,hold_duplicate_review,eligible_inactive_processed_build,,,rights_pass,"Rights, quality, canonicalization, and protected-material gates passed.",resolved,inactive_pending_cross_archive_freeze
itws4c:746803,itws:746803,hold_duplicate_review,eligible_inactive_processed_build,,,rights_pass,"Rights, quality, canonicalization, and protected-material gates passed.",resolved,inactive_pending_cross_archive_freeze
itws4c:820944,itws:820944,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:961143,itws:961143,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:317162,itws:317162,hold_quality_or_editorial_review,exclude_quality_language_or_editorial_hold,,,rights_pass,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",resolved,inactive_pending_cross_archive_freeze
itws4c:746848,itws:746848,hold_duplicate_review,exclude_internal_exact_duplicate,itws:746847,,rights_pass,Deterministic complete/long/stable-ID precedence selected another exact Wikisource root.,resolved,inactive_pending_cross_archive_freeze
itws4c:394558,itws:394558,hold_duplicate_review,exclude_canonical_cross_corpus_duplicate,bibit:bibit000341,,rights_pass,An already resolved project source contains this Wikisource root.,resolved,inactive_pending_cross_archive_freeze
itws4c:244208,itws:244208,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:746825,itws:746825,hold_duplicate_review,eligible_inactive_processed_build,,,rights_pass,"Rights, quality, canonicalization, and protected-material gates passed.",resolved,inactive_pending_cross_archive_freeze
itws4c:8992,itws:8992,hold_missing_transcription,exclude_incomplete_transcription,,,rights_pass,Missing requested transcription pages make the work incomplete.,resolved,inactive_pending_cross_archive_freeze
itws4c:211465,itws:211465,hold_duplicate_review,exclude_quality_language_or_editorial_hold,,,rights_pass,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",resolved,inactive_pending_cross_archive_freeze
itws4c:121828,itws:121828,hold_quality_or_editorial_review,exclude_quality_language_or_editorial_hold,,,rights_pass,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",resolved,inactive_pending_cross_archive_freeze
itws4c:746678,itws:746678,hold_duplicate_review,exclude_internal_exact_duplicate,itws:746677,,rights_pass,Deterministic complete/long/stable-ID precedence selected another exact Wikisource root.,resolved,inactive_pending_cross_archive_freeze
itws4c:880100,itws:880100,hold_duplicate_review,exclude_internal_exact_duplicate,itws:880098,,rights_pass,Deterministic complete/long/stable-ID precedence selected another exact Wikisource root.,resolved,inactive_pending_cross_archive_freeze
itws4c:746608,itws:746608,hold_duplicate_review,eligible_inactive_processed_build,,,rights_pass,"Rights, quality, canonicalization, and protected-material gates passed.",resolved,inactive_pending_cross_archive_freeze
itws4c:746622,itws:746622,hold_duplicate_review,eligible_inactive_processed_build,,,rights_pass,"Rights, quality, canonicalization, and protected-material gates passed.",resolved,inactive_pending_cross_archive_freeze
itws4c:746011,itws:746011,hold_protected_v6_overlap,exclude_internal_exact_duplicate,itws:746010,protected_v6:cecco_xlviii_da_giuda_in_fuor_neuno_sciagurato,rights_pass,Deterministic complete/long/stable-ID precedence selected another exact Wikisource root.,resolved,inactive_pending_cross_archive_freeze
itws4c:745981,itws:745981,hold_duplicate_review,eligible_inactive_processed_build,,,rights_pass,"Rights, quality, canonicalization, and protected-material gates passed.",resolved,inactive_pending_cross_archive_freeze
itws4c:301783,itws:301783,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:746082,itws:746082,hold_duplicate_review,eligible_inactive_processed_build,,,rights_pass,"Rights, quality, canonicalization, and protected-material gates passed.",resolved,inactive_pending_cross_archive_freeze
itws4c:876588,itws:876588,hold_duplicate_review,exclude_internal_exact_duplicate,itws:876587,,rights_pass,Deterministic complete/long/stable-ID precedence selected another exact Wikisource root.,resolved,inactive_pending_cross_archive_freeze
itws4c:304047,itws:304047,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:893983,itws:893983,hold_duplicate_review,exclude_internal_exact_duplicate,itws:893958,,rights_pass,Deterministic complete/long/stable-ID precedence selected another exact Wikisource root.,resolved,inactive_pending_cross_archive_freeze
itws4c:891738,itws:891738,hold_duplicate_review,eligible_inactive_processed_build,,,rights_pass,"Rights, quality, canonicalization, and protected-material gates passed.",resolved,inactive_pending_cross_archive_freeze
itws4c:838040,itws:838040,hold_duplicate_review,eligible_inactive_processed_build,,,rights_pass,"Rights, quality, canonicalization, and protected-material gates passed.",resolved,inactive_pending_cross_archive_freeze
itws4c:548260,itws:548260,hold_quality_or_editorial_review,exclude_quality_language_or_editorial_hold,,,rights_pass,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",resolved,inactive_pending_cross_archive_freeze
itws4c:842000,itws:842000,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:746094,itws:746094,hold_duplicate_review,eligible_inactive_processed_build,,,rights_pass,"Rights, quality, canonicalization, and protected-material gates passed.",resolved,inactive_pending_cross_archive_freeze
itws4c:746095,itws:746095,hold_duplicate_review,exclude_internal_exact_duplicate,itws:746094,,rights_pass,Deterministic complete/long/stable-ID precedence selected another exact Wikisource root.,resolved,inactive_pending_cross_archive_freeze
itws4c:20779,itws:20779,hold_duplicate_review,exclude_source_rights_unresolved,,,rights_hold_modern_edition_contributor,"Post-1930 edition names a curator, translator, or illustrator whose contribution needs separate rights evidence.",resolved,inactive_pending_cross_archive_freeze
itws4c:89537,itws:89537,hold_quality_or_editorial_review,exclude_quality_language_or_editorial_hold,,,rights_pass,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",resolved,inactive_pending_cross_archive_freeze
itws4c:169037,itws:169037,hold_missing_transcription,exclude_incomplete_transcription,,,rights_pass,Missing requested transcription pages make the work incomplete.,resolved,inactive_pending_cross_archive_freeze
itws4c:895083,itws:895083,hold_quality_or_editorial_review,exclude_quality_language_or_editorial_hold,,,rights_pass,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",resolved,inactive_pending_cross_archive_freeze
itws4c:62080,itws:62080,hold_duplicate_review,exclude_source_rights_unresolved,,,rights_hold_modern_edition_contributor,"Post-1930 edition names a curator, translator, or illustrator whose contribution needs separate rights evidence.",resolved,inactive_pending_cross_archive_freeze
itws4c:960326,itws:960326,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:530942,itws:530942,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:746098,itws:746098,hold_duplicate_review,eligible_inactive_processed_build,,,rights_pass,"Rights, quality, canonicalization, and protected-material gates passed.",resolved,inactive_pending_cross_archive_freeze
itws4c:35766,itws:35766,hold_quality_or_editorial_review,exclude_quality_language_or_editorial_hold,,,rights_pass,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",resolved,inactive_pending_cross_archive_freeze
itws4c:883357,itws:883357,hold_duplicate_review,exclude_internal_exact_duplicate,itws:883356,,rights_pass,Deterministic complete/long/stable-ID precedence selected another exact Wikisource root.,resolved,inactive_pending_cross_archive_freeze
itws4c:742726,itws:742726,hold_duplicate_review,exclude_no_unique_material_after_segmentation,,,rights_pass,No unique broader text or eligible sonnet remains after segmentation.,resolved,inactive_pending_cross_archive_freeze
itws4c:1713,itws:1713,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:68853,itws:68853,hold_quality_or_editorial_review,exclude_quality_language_or_editorial_hold,,,rights_pass,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",resolved,inactive_pending_cross_archive_freeze
itws4c:742701,itws:742701,hold_duplicate_review,exclude_internal_exact_duplicate,itws:742700,,rights_pass,Deterministic complete/long/stable-ID precedence selected another exact Wikisource root.,resolved,inactive_pending_cross_archive_freeze
itws4c:244031,itws:244031,hold_quality_or_editorial_review,exclude_source_rights_unresolved,,,rights_hold_incomplete_index_provenance,"Index metadata lacks author, year, or source evidence.",resolved,inactive_pending_cross_archive_freeze
itws4c:91851,itws:91851,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:392441,itws:392441,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:883533,itws:883533,hold_duplicate_review,exclude_internal_exact_duplicate,itws:883530,,rights_pass,Deterministic complete/long/stable-ID precedence selected another exact Wikisource root.,resolved,inactive_pending_cross_archive_freeze
itws4c:745994,itws:745994,hold_duplicate_review,eligible_inactive_processed_build,,,rights_pass,"Rights, quality, canonicalization, and protected-material gates passed.",resolved,inactive_pending_cross_archive_freeze
itws4c:883537,itws:883537,hold_duplicate_review,exclude_internal_exact_duplicate,itws:883530,,rights_pass,Deterministic complete/long/stable-ID precedence selected another exact Wikisource root.,resolved,inactive_pending_cross_archive_freeze
itws4c:746966,itws:746966,hold_duplicate_review,exclude_internal_exact_duplicate,itws:746965,,rights_pass,Deterministic complete/long/stable-ID precedence selected another exact Wikisource root.,resolved,inactive_pending_cross_archive_freeze
itws4c:894039,itws:894039,hold_missing_transcription,exclude_incomplete_transcription,,,rights_pass,Missing requested transcription pages make the work incomplete.,resolved,inactive_pending_cross_archive_freeze
itws4c:186250,itws:186250,hold_quality_or_editorial_review,exclude_quality_language_or_editorial_hold,,,rights_pass,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",resolved,inactive_pending_cross_archive_freeze
itws4c:340128,itws:340128,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:62088,itws:62088,hold_duplicate_review,exclude_source_rights_unresolved,,,rights_hold_modern_edition_contributor,"Post-1930 edition names a curator, translator, or illustrator whose contribution needs separate rights evidence.",resolved,inactive_pending_cross_archive_freeze
itws4c:861762,itws:861762,hold_quality_or_editorial_review,exclude_quality_language_or_editorial_hold,,,rights_pass,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",resolved,inactive_pending_cross_archive_freeze
itws4c:518239,itws:518239,hold_quality_or_editorial_review,exclude_quality_language_or_editorial_hold,,,rights_pass,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",resolved,inactive_pending_cross_archive_freeze
itws4c:67245,itws:67245,hold_protected_v6_overlap,exclude_source_rights_unresolved,,protected_v6:sannazaro_del_funesto_arbor_l_ombre_oscure_e_spesse,rights_hold_modern_edition_contributor,"Post-1930 edition names a curator, translator, or illustrator whose contribution needs separate rights evidence.",resolved,inactive_pending_cross_archive_freeze
itws4c:879975,itws:879975,hold_duplicate_review,exclude_internal_exact_duplicate,itws:879961,,rights_pass,Deterministic complete/long/stable-ID precedence selected another exact Wikisource root.,resolved,inactive_pending_cross_archive_freeze
itws4c:532447,itws:532447,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:746955,itws:746955,hold_duplicate_review,eligible_inactive_processed_build,,,rights_pass,"Rights, quality, canonicalization, and protected-material gates passed.",resolved,inactive_pending_cross_archive_freeze
itws4c:767506,itws:767506,hold_quality_or_editorial_review,exclude_source_rights_unresolved,,,rights_hold_modern_edition_contributor,"Post-1930 edition names a curator, translator, or illustrator whose contribution needs separate rights evidence.",resolved,inactive_pending_cross_archive_freeze
itws4c:68484,itws:68484,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:393328,itws:393328,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:637192,itws:637192,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:637200,itws:637200,hold_duplicate_review,exclude_internal_exact_duplicate,itws:637197,,rights_pass,Deterministic complete/long/stable-ID precedence selected another exact Wikisource root.,resolved,inactive_pending_cross_archive_freeze
itws4c:637197,itws:637197,hold_duplicate_review,eligible_inactive_processed_build,,,rights_pass,"Rights, quality, canonicalization, and protected-material gates passed.",resolved,inactive_pending_cross_archive_freeze
itws4c:137019,itws:137019,hold_quality_or_editorial_review,exclude_quality_language_or_editorial_hold,,,rights_pass,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",resolved,inactive_pending_cross_archive_freeze
itws4c:187090,itws:187090,hold_quality_or_editorial_review,exclude_quality_language_or_editorial_hold,,,rights_pass,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",resolved,inactive_pending_cross_archive_freeze
itws4c:848225,itws:848225,hold_quality_or_editorial_review,exclude_quality_language_or_editorial_hold,,,rights_pass,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",resolved,inactive_pending_cross_archive_freeze
itws4c:670684,itws:670684,hold_duplicate_review,exclude_quality_language_or_editorial_hold,,,rights_pass,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",resolved,inactive_pending_cross_archive_freeze
itws4c:62723,itws:62723,hold_duplicate_review,exclude_canonical_cross_corpus_duplicate,bibit:bibit000656,,rights_pass,An already resolved project source contains this Wikisource root.,resolved,inactive_pending_cross_archive_freeze
itws4c:847433,itws:847433,hold_missing_transcription,exclude_incomplete_transcription,,,rights_pass,Missing requested transcription pages make the work incomplete.,resolved,inactive_pending_cross_archive_freeze
itws4c:45994,itws:45994,hold_quality_or_editorial_review,exclude_quality_language_or_editorial_hold,,,rights_pass,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",resolved,inactive_pending_cross_archive_freeze
itws4c:368290,itws:368290,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:1007912,itws:1007912,hold_quality_or_editorial_review,exclude_quality_language_or_editorial_hold,,,rights_pass,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",resolved,inactive_pending_cross_archive_freeze
itws4c:552563,itws:552563,hold_duplicate_review,exclude_quality_language_or_editorial_hold,,,rights_pass,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",resolved,inactive_pending_cross_archive_freeze
itws4c:487843,itws:487843,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:611896,itws:611896,hold_quality_or_editorial_review,exclude_quality_language_or_editorial_hold,,,rights_pass,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",resolved,inactive_pending_cross_archive_freeze
itws4c:538431,itws:538431,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:515018,itws:515018,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:537124,itws:537124,hold_quality_or_editorial_review,exclude_quality_language_or_editorial_hold,,,rights_pass,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",resolved,inactive_pending_cross_archive_freeze
itws4c:567515,itws:567515,hold_missing_transcription,exclude_incomplete_transcription,,,rights_pass,Missing requested transcription pages make the work incomplete.,resolved,inactive_pending_cross_archive_freeze
itws4c:91548,itws:91548,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:394143,itws:394143,hold_missing_transcription,exclude_incomplete_transcription,,,rights_pass,Missing requested transcription pages make the work incomplete.,resolved,inactive_pending_cross_archive_freeze
itws4c:91732,itws:91732,hold_quality_or_editorial_review,exclude_quality_language_or_editorial_hold,,,rights_pass,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",resolved,inactive_pending_cross_archive_freeze
itws4c:91496,itws:91496,hold_quality_or_editorial_review,exclude_quality_language_or_editorial_hold,,,rights_pass,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",resolved,inactive_pending_cross_archive_freeze
itws4c:586153,itws:586153,hold_duplicate_review,exclude_quality_language_or_editorial_hold,,,rights_pass,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",resolved,inactive_pending_cross_archive_freeze
itws4c:32850,itws:32850,hold_quality_or_editorial_review,exclude_quality_language_or_editorial_hold,,,rights_pass,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",resolved,inactive_pending_cross_archive_freeze
itws4c:746810,itws:746810,hold_duplicate_review,exclude_internal_exact_duplicate,itws:746809,,rights_pass,Deterministic complete/long/stable-ID precedence selected another exact Wikisource root.,resolved,inactive_pending_cross_archive_freeze
itws4c:339951,itws:339951,hold_quality_or_editorial_review,exclude_quality_language_or_editorial_hold,,,rights_pass,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",resolved,inactive_pending_cross_archive_freeze
itws4c:200403,itws:200403,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:742686,itws:742686,hold_duplicate_review,eligible_sonnets_only_inactive,,,rights_pass,Only verified unique sonnet artifacts remain after wrapper and duplicate removal.,resolved,inactive_pending_cross_archive_freeze
itws4c:746973,itws:746973,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:891735,itws:891735,hold_duplicate_review,eligible_inactive_processed_build,,,rights_pass,"Rights, quality, canonicalization, and protected-material gates passed.",resolved,inactive_pending_cross_archive_freeze
itws4c:883517,itws:883517,hold_duplicate_review,exclude_internal_exact_duplicate,itws:883509,,rights_pass,Deterministic complete/long/stable-ID precedence selected another exact Wikisource root.,resolved,inactive_pending_cross_archive_freeze
itws4c:894284,itws:894284,hold_duplicate_review,eligible_inactive_processed_build,,,rights_pass,"Rights, quality, canonicalization, and protected-material gates passed.",resolved,inactive_pending_cross_archive_freeze
itws4c:746039,itws:746039,hold_duplicate_review,eligible_inactive_processed_build,,,rights_pass,"Rights, quality, canonicalization, and protected-material gates passed.",resolved,inactive_pending_cross_archive_freeze
itws4c:540084,itws:540084,hold_duplicate_review,exclude_canonical_cross_corpus_duplicate,gutenberg_previous:pg20094,,rights_pass,An already resolved project source contains this Wikisource root.,resolved,inactive_pending_cross_archive_freeze
itws4c:255702,itws:255702,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:121943,itws:121943,hold_quality_or_editorial_review,exclude_quality_language_or_editorial_hold,,,rights_pass,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",resolved,inactive_pending_cross_archive_freeze
itws4c:217556,itws:217556,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:78798,itws:78798,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:697287,itws:697287,hold_duplicate_review,exclude_quality_language_or_editorial_hold,,,rights_pass,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",resolved,inactive_pending_cross_archive_freeze
itws4c:630101,itws:630101,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:630104,itws:630104,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:630103,itws:630103,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:336084,itws:336084,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:875982,itws:875982,hold_duplicate_review,exclude_internal_exact_duplicate,itws:875978,,rights_pass,Deterministic complete/long/stable-ID precedence selected another exact Wikisource root.,resolved,inactive_pending_cross_archive_freeze
itws4c:742696,itws:742696,hold_duplicate_review,eligible_sonnets_only_inactive,,,rights_pass,Only verified unique sonnet artifacts remain after wrapper and duplicate removal.,resolved,inactive_pending_cross_archive_freeze
itws4c:106536,itws:106536,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:746852,itws:746852,hold_duplicate_review,exclude_internal_exact_duplicate,itws:746851,,rights_pass,Deterministic complete/long/stable-ID precedence selected another exact Wikisource root.,resolved,inactive_pending_cross_archive_freeze
itws4c:68438,itws:68438,hold_quality_or_editorial_review,exclude_quality_language_or_editorial_hold,,,rights_pass,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",resolved,inactive_pending_cross_archive_freeze
itws4c:742711,itws:742711,hold_duplicate_review,exclude_internal_exact_duplicate,itws:742710,,rights_pass,Deterministic complete/long/stable-ID precedence selected another exact Wikisource root.,resolved,inactive_pending_cross_archive_freeze
itws4c:482781,itws:482781,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:135400,itws:135400,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:22950,itws:22950,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:327399,itws:327399,hold_missing_transcription,exclude_incomplete_transcription,,,rights_pass,Missing requested transcription pages make the work incomplete.,resolved,inactive_pending_cross_archive_freeze
itws4c:285050,itws:285050,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:474977,itws:474977,hold_missing_transcription,exclude_incomplete_transcription,,,rights_pass,Missing requested transcription pages make the work incomplete.,resolved,inactive_pending_cross_archive_freeze
itws4c:318086,itws:318086,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:27911,itws:27911,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:448415,itws:448415,hold_quality_or_editorial_review,exclude_quality_language_or_editorial_hold,,,rights_pass,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",resolved,inactive_pending_cross_archive_freeze
itws4c:879662,itws:879662,hold_duplicate_review,exclude_internal_exact_duplicate,itws:879634,,rights_pass,Deterministic complete/long/stable-ID precedence selected another exact Wikisource root.,resolved,inactive_pending_cross_archive_freeze
itws4c:392409,itws:392409,hold_quality_or_editorial_review,exclude_quality_language_or_editorial_hold,,,rights_pass,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",resolved,inactive_pending_cross_archive_freeze
itws4c:746876,itws:746876,hold_duplicate_review,eligible_inactive_processed_build,,,rights_pass,"Rights, quality, canonicalization, and protected-material gates passed.",resolved,inactive_pending_cross_archive_freeze
itws4c:770228,itws:770228,hold_duplicate_review,exclude_source_rights_unresolved,,,rights_hold_modern_edition_contributor,"Post-1930 edition names a curator, translator, or illustrator whose contribution needs separate rights evidence.",resolved,inactive_pending_cross_archive_freeze
itws4c:535535,itws:535535,hold_missing_transcription,exclude_incomplete_transcription,,,rights_pass,Missing requested transcription pages make the work incomplete.,resolved,inactive_pending_cross_archive_freeze
itws4c:695569,itws:695569,hold_quality_or_editorial_review,exclude_quality_language_or_editorial_hold,,,rights_pass,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",resolved,inactive_pending_cross_archive_freeze
itws4c:440572,itws:440572,hold_quality_or_editorial_review,exclude_quality_language_or_editorial_hold,,,rights_pass,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",resolved,inactive_pending_cross_archive_freeze
itws4c:546264,itws:546264,hold_unresolved_markup,exclude_unresolved_markup,,,rights_pass,Unknown markup may contain or corrupt primary text.,resolved,inactive_pending_cross_archive_freeze
itws4c:893996,itws:893996,hold_duplicate_review,exclude_internal_exact_duplicate,itws:893994,,rights_pass,Deterministic complete/long/stable-ID precedence selected another exact Wikisource root.,resolved,inactive_pending_cross_archive_freeze
itws4c:893988,itws:893988,hold_duplicate_review,exclude_internal_exact_duplicate,itws:893986,,rights_pass,Deterministic complete/long/stable-ID precedence selected another exact Wikisource root.,resolved,inactive_pending_cross_archive_freeze
itws4c:893994,itws:893994,hold_duplicate_review,eligible_inactive_processed_build,,,rights_pass,"Rights, quality, canonicalization, and protected-material gates passed.",resolved,inactive_pending_cross_archive_freeze
itws4c:742784,itws:742784,hold_duplicate_review,exclude_internal_exact_duplicate,itws:742783,,rights_pass,Deterministic complete/long/stable-ID precedence selected another exact Wikisource root.,resolved,inactive_pending_cross_archive_freeze
itws4c:13649,itws:13649,hold_duplicate_review,exclude_canonical_cross_corpus_duplicate,bibit:bibit000621,,rights_pass,An already resolved project source contains this Wikisource root.,resolved,inactive_pending_cross_archive_freeze
itws4c:687265,itws:687265,hold_duplicate_review,exclude_source_rights_unresolved,,,rights_hold_modern_edition_contributor,"Post-1930 edition names a curator, translator, or illustrator whose contribution needs separate rights evidence.",resolved,inactive_pending_cross_archive_freeze
itws4c:6567,itws:6567,hold_quality_or_editorial_review,exclude_quality_language_or_editorial_hold,,,rights_pass,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",resolved,inactive_pending_cross_archive_freeze
itws4c:880748,itws:880748,hold_quality_or_editorial_review,exclude_quality_language_or_editorial_hold,,,rights_pass,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",resolved,inactive_pending_cross_archive_freeze
itws4c:418295,itws:418295,hold_duplicate_review,exclude_quality_language_or_editorial_hold,,,rights_pass,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",resolved,inactive_pending_cross_archive_freeze
itws4c:746812,itws:746812,hold_duplicate_review,exclude_internal_exact_duplicate,itws:746811,,rights_pass,Deterministic complete/long/stable-ID precedence selected another exact Wikisource root.,resolved,inactive_pending_cross_archive_freeze
